organization_id,email_value,use,is_valid,validation_error,sequence,organization_original_id,created_at
4f81dcb1-ac13-5721-97c0-433e5b97ab27,linhnguyen3432@att.net,,True,,2,CMD-CMZGM-Organization-2,2025-10-28T01:50:37.121327
48317a96-c97a-551c-8656-2122622a3748,subbaraomd@yahoo.com,,True,,2,CMD-CMZCU-Organization-2,2025-10-28T01:50:37.299041
8033a1b9-262c-5640-892a-36f249495779,footdoctor@barrettfootandleg.com,,True,,2,CMD-CM0O7-Organization-2,2025-10-28T01:50:37.390056
dbcd2ff4-bd6d-5aa9-a691-e558c67607d8,robbrown421@gmail.com,,True,,2,CMD-CMZFY-Organization-2,2025-10-28T01:50:38.126996
e092d5a6-7244-5d41-88e5-0a21e2c7c7a8,drmartocci@gmail.com,,True,,2,CMD-CM0T0-Organization-2,2025-10-28T01:50:38.215453
3e7ef832-a319-5e73-b684-098f8f601147,skang6714@gmail.com,,True,,2,CMD-CM0U9-Organization-2,2025-10-28T01:50:38.392835
132a67a8-9dda-5d92-9056-ecbd1014c51f,cjafary@stanafordmedicalclinic.com,,True,,2,CMD-CMDNS-Organization-2,2025-10-28T01:50:38.482692
3c5dbd79-9fee-52ea-bb8d-d763a1dbffbd,marihealth4121@gmail.com,,True,,2,CMD-CMZFI-Organization-2,2025-10-28T01:50:38.929657
17e2694a-bce2-5698-876c-9c5b533e7138,DRTJCONTEMDPA@OUTLOOK.COM,,True,,2,CMD-CMZGA-Organization-2,2025-10-28T01:50:39.857009
e2ac2507-3e27-55f9-b644-30f435d6da09,melissarileydc@yahoo.com,,True,,2,CMD-CMZFX-Organization-2,2025-10-28T01:50:40.035144
b4847542-b516-5c60-9af6-32951cf2d79e,DrWeissNY@gmail.com,,True,,2,CMD-CM0FS-Organization-2,2025-10-28T01:50:41.082316
0656a499-1960-5607-b9e4-c8ec5ad7a5c1,office@pffcpc.com,,True,,2,CMD-CMDPT-Organization-2,2025-10-28T01:50:41.415768
3fb77406-18ef-5ab8-96bb-17adf221b803,contact@alcancercare.com,,True,,2,CMD-CM0MH-Organization-2,2025-10-28T01:50:41.506479
ed098ac6-a69d-5e8c-bf13-c63ff7cfa98c,joetta.shepherd@parentingpath.org,,True,,2,CMD-CM1AT-Organization-2,2025-10-28T01:50:41.683161
dde2bbb5-2d4d-5890-8b6c-9cb0b552bd4a,oldbergenpeds@gmail.com,,True,,2,CMD-CMZGQ-Organization-2,2025-10-28T01:50:42.191882
24741054-a185-55f3-abb3-2a24beb2b214,info@fortbendurology.com,,True,,2,CMD-CM0HJ-Organization-2,2025-10-28T01:50:42.544823
455c447d-10dc-51f5-9c8f-c1a290772039,donn@cnypain.com,,True,,2,CMD-CM0CQ-Organization-2,2025-10-28T01:50:43.079346
5c5529c3-b8f9-5ad0-9744-05a5a13fafe0,caringpediatric@yahoo.com,,True,,2,CMD-CMDPA-Organization-3,2025-10-28T01:50:43.255110
e37155a6-5a20-512e-a9ae-d20492ca77df,manhattancenters@manhattancenters.com,,True,,2,CMD-CM049-Organization-3,2025-10-28T01:50:43.342881
563dc10c-5fc2-5c7c-a91e-7380f322e12b,quickcareclinic@scottsboro.org,,True,,2,CMD-CM050-Organization-3,2025-10-28T01:50:43.606404
13e3a957-eb13-570c-b3e2-e63b974fbeb6,contact@portlandurgentcare.com,,True,,2,CMD-CM0J4-Organization-2,2025-10-28T01:50:43.874244
c1652de8-b032-517e-9b23-8006662bea75,erickolodin@aol.com,,True,,2,CMD-CMDEK-Organization-2,2025-10-28T01:50:44.904777
d255608d-3ade-50f9-a950-96eb5c816924,Drejbulan@gmail.com,,True,,2,CMD-CM048-Organization-3,2025-10-28T01:50:44.993042
40a59a86-33a8-5b07-917c-c810325f711a,info@sleepny.com,,True,,2,CMD-CMDV6-Organization-3,2025-10-28T01:50:45.165320
0f5768e3-ff8b-5ced-ac94-d55492b14cd0,info@lakesdermatology.com,,True,,2,CMD-CM0E6-Organization-2,2025-10-28T01:50:46.294873
841b40e5-af0b-539a-8eb1-8080e927f11b,rshahid.uctx@outlook.com,,True,,2,CMD-CM0LC-Organization-2,2025-10-28T01:50:46.469525
4ba89be2-77f9-543c-a328-b7207ce4b477,info@thepulmspecs.com,,True,,2,CMD-CM0T3-Organization-2,2025-10-28T01:50:47.321794
88b033bf-27d9-5728-9806-020ad0fb7197,dr.c@solas.health,,True,,2,CMD-CMDYV-Organization-48,2025-10-28T01:50:47.756407
bdca0094-9704-5ed2-8bf9-420586900de9,leonardsternmd@gmail.com,,True,,1,CMD-CM1JK-Organization-2,2025-10-28T01:50:48.194512
00328dc7-99e1-5d15-9b31-cef4fffc3b43,allergyasthmacare@gmail.com,,True,,2,CMD-CMDAU-Organization-2,2025-10-28T01:50:48.697119
2f6c0279-c19f-5f55-be59-1fe6b8b5fbe1,info@tovbacare.com,,True,,2,CMD-CMDZT-Organization-3,2025-10-28T01:50:48.874333
89a15c15-925e-519e-ab4f-75b36381b3f9,rosedermnyc@gmail.com,,True,,1,CMD-CMD5Z-Organization-3,2025-10-28T01:50:49.755563
3dcb70ab-99f8-5d7e-98f2-ea5d06e734c6,SENeurology@gmail.com,,True,,2,CMD-CM0WS-Organization-2,2025-10-28T01:50:49.933431
807b11bc-0382-5d21-9f79-515045e0dcd2,austell@avantpsychiatry.com,,True,,2,CMD-CM0XP-Organization-2,2025-10-28T01:50:50.195936
9c1ab0ec-cfd8-52fa-8d8a-e37abcfe33ee,west11office@gmail.com,,True,,2,CMD-CMZZ3-Organization-3,2025-10-28T01:50:50.282877
76d7eeca-c573-5511-952f-2581560f6c60,liveliteim@gmail.com,,True,,2,CMD-CM0IU-Organization-2,2025-10-28T01:50:50.725621
cce4a674-4351-5e96-b985-b23bf471b580,elbert@joshuahealthcare.com,,True,,2,CMD-CM0FF-Organization-2,2025-10-28T01:50:51.687059
3e2c5998-4667-5be7-98c6-598205a4b5cc,Southgeorgiafive@outlook.com,,True,,2,CMD-CM0O3-Organization-2,2025-10-28T01:50:51.774815
99335c1e-bc02-53e3-9239-5ea5383eccee,bhaskermedical@yahoo.com,,True,,2,CMD-CMZBF-Organization-2,2025-10-28T01:50:52.477721
d80b5345-566f-5c03-b212-abc15af29485,dbajada3@verizon.net,,True,,2,CMD-CMZFN-Organization-2,2025-10-28T01:50:53.180734
0e927848-a26b-57a0-a664-fdd034ced0e1,CustomerService@STFPHC.org,,True,,2,CMD-CM1DS-Organization-2,2025-10-28T01:50:53.704379
85bcba8f-3026-513f-a437-a26d78aa89f7,dapnj13@gmail.com,,True,,2,CMD-CM002-Organization-2,2025-10-28T01:50:53.791222
e538bf28-fbe1-5d19-ad0c-5986cffccb02,info@virginiaprimecare.com,,True,,2,CMD-CM0LF-Organization-2,2025-10-28T01:50:54.943646
2b306b7d-76aa-54cf-90e7-67914d5a30c7,zmoser@dentcohealth.org,,True,,2,CMD-CM174-Organization-2,2025-10-28T01:50:55.733181
199b4b49-9983-5e76-947e-d82eaab13ac6,comprehensivefamilyhealth@gmail.com,,True,,2,CMD-CM0BL-Organization-2,2025-10-28T01:50:55.821967
c9bbda4b-1ffa-5f1f-8f49-8a55eacc7ba7,billing@ayercolemd.com,,True,,2,CMD-CM0MO-Organization-2,2025-10-28T01:50:55.913197
6e72c3cd-10ce-5d9e-946a-f8034400824b,amirrasheed@aarmdpa.com,,True,,2,CMD-CM0IW-Organization-2,2025-10-28T01:50:56.443333
f24040db-d7e9-5726-b338-53089db58e88,seniorxpresscare@verizon.net,,True,,2,CMD-CMDZG-Organization-3,2025-10-28T01:50:56.798384
769cd575-8109-5a2d-af22-506291f443d7,esurgeon2004@yahoo.com,,True,,2,CMD-CMDPE-Organization-3,2025-10-28T01:50:56.888908
77417c19-d7b9-547e-98e2-776c3d078084,compliance@co.black-hawk.ia.us,,True,,2,CMD-CM0YK-Organization-2,2025-10-28T01:50:56.975404
85b4f049-4abd-5344-9bd8-86e05ee7b159,relief@dryeyedoctor.com,,True,,2,CMD-CMDRL-Organization-3,2025-10-28T01:50:57.322866
31658574-4aa1-53bf-b5ad-0836c498587d,dixie.melton@ignfam.com,,True,,2,CMD-CM18P-Organization-2,2025-10-28T01:50:57.498351
0003005c-7483-545a-b9c9-c16aa4b08e90,frontdesk@manhattanendocrinologist.com,,True,,2,CMD-CMZKS-Organization-3,2025-10-28T01:50:57.739858
eb7f793e-0753-5fff-95e4-2a43f3a9199b,annah@wellnessoncology.com,,True,,2,CMD-CM0F3-Organization-2,2025-10-28T01:50:58.264570
19712d18-8140-53ad-8fa1-2e22412b126d,senior.psychiatry@gmail.com,,True,,2,CMD-CM0KN-Organization-2,2025-10-28T01:50:58.964932
53e478b5-c5f6-529d-afeb-60ac4269f00f,aqphr1@gmail.com,,True,,2,CMD-CMZJZ-Organization-3,2025-10-28T01:50:59.228078
f6e66d39-9134-5242-9d37-c0a1c165a3ba,bcpavlas@gmail.com,,True,,2,CMD-CMDBV-Organization-2,2025-10-28T01:50:59.996623
27a17427-3093-5d65-b167-3f9752af9161,rezasaffarimdpa@gmail.com,,True,,2,CMD-CM0OG-Organization-2,2025-10-28T01:51:00.088931
564d3916-7948-5ee6-ae5b-cce3df5fdf8a,drpammer@carbonhw.com,,True,,2,CMD-CM1IY-Organization-2,2025-10-28T01:51:00.620387
4776f324-d09f-524c-8d10-e6d3401b0db3,andalusia_neurology@yahoo.com,,True,,2,CMD-CM18X-Organization-4,2025-10-28T01:51:00.777468
41f752a5-c8a5-5c94-b906-a8b590538f70,tnaeemmd@hotmail.com,,True,,2,CMD-CM0W7-Organization-2,2025-10-28T01:51:01.456646
f39a954c-d66d-5e44-b5aa-73878ddb8b9c,krystalvisioneyecare@gmail.com,,True,,1,CMD-CM026-Organization-9,2025-10-28T01:51:01.809249
d2ef5975-2510-51a7-a7cb-aea9b70bd455,jhuangmd2009@gmail.com,,True,,2,CMD-CMDZ1-Organization-3,2025-10-28T01:51:02.337478
11dea7ab-ddbf-592d-874a-60ffebd23f01,shari@pmrcfl.com,,True,,2,CMD-CM00M-Organization-8,2025-10-28T01:51:04.894470
44273eff-b363-5ae4-be4e-b69b39a4bbc4,olak2@yahoo.com,,True,,2,CMD-CMDLH-Organization-3,2025-10-28T01:51:04.981046
acddc9a5-326f-5aaf-bb45-c04377f696ac,drpaulehrlich@aol.com,,True,,2,CMD-CM0KJ-Organization-3,2025-10-28T01:51:05.585455
da3be723-9133-5f2b-84af-236a9202312a,basmith815@yahoo.com,,True,,2,CMD-CMZAE-Organization-2,2025-10-28T01:51:05.671666
f08cfaeb-0c52-532f-a930-75162bdbd306,moonfamilypractice@gmail.com,,True,,2,CMD-CMDMF-Organization-2,2025-10-28T01:51:07.150007
183d0eea-6642-503a-b8f8-dc8f72a2dea4,ccpediatrics@ymail.com,,True,,2,CMD-CMDCJ-Organization-2,2025-10-28T01:51:08.371000
83d76e01-67c5-5456-99d4-131fe3a7865a,drlubitz@nycallergydoctor.com,,True,,2,CMD-CMZKF-Organization-3,2025-10-28T01:51:09.081792
b9b0cf50-9f44-567f-b0ee-8e915e486865,eastsideclinic97@gmail.com,,True,,2,CMD-CM18U-Organization-2,2025-10-28T01:51:09.260017
0d7f3ea0-7e7a-5f61-938d-6362952c6d82,csmanter@comcast.net,,True,,1,CMD-CMDFM-Organization-3,2025-10-28T01:51:09.433214
a098f278-7355-5880-afc4-3e9ffaf433de,smorelli2@verizon.net,,True,,2,CMD-CMZDC-Organization-2,2025-10-28T01:51:09.607366
48a7e8d8-85a3-5357-9a91-5f697cee1aca,atlurimedical@gmail.com,,True,,2,CMD-CMDRI-Organization-3,2025-10-28T01:51:09.878165
30518e6d-f26b-5745-8d06-7c977b71e03c,rjsuleman@aol.com,,True,,2,CMD-CM00G-Organization-3,2025-10-28T01:51:09.967369
51c01a78-1ad0-59ad-bc20-696c013695d8,Lakhanimd@Gmail.com,,True,,2,CMD-CMDSW-Organization-2,2025-10-28T01:51:10.230582
74a96d0e-9347-50a6-989d-a3de622df937,qazihaidermd@gmail.com,,True,,2,CMD-CMDk1-Organization-3,2025-10-28T01:51:10.670564
ac4a5cfb-923e-58c3-be61-f4102b475b10,camberhealth@gmail.com,,True,,2,CMD-CM1BW-Organization-2,2025-10-28T01:51:11.095691
08b181f7-b5b6-5d68-8032-0c5dbab360c5,drmoakes@yahoo.com,,True,,2,CMD-CMZEK-Organization-2,2025-10-28T01:51:11.250310
eed94d0d-6425-5dbe-925f-d10b9d72ff96,dabab1963@gmail.com,,True,,2,CMD-CM0OB-Organization-2,2025-10-28T01:51:12.382504
a83c58b0-91ae-5b24-9ce4-2c7e977f2d36,cprb48@gmail.com,,True,,2,CMD-CMD3I-Organization-2,2025-10-28T01:51:13.518356
8a2c4d11-1a2f-5b19-b1e4-42d8a7e276e7,frontoffice@ardentfamilycare.com,,True,,2,CMD-CM0DZ-Organization-2,2025-10-28T01:51:13.877648
bc257b72-247e-52e5-8c84-eefe776a29dd,info@fmacenters.com,,True,,2,CMD-CM034-Organization-2,2025-10-28T01:51:14.742521
cc2f670a-59f1-5f9f-9a5e-1a4638319151,info@pain.bm,,True,,2,CMD-CM112-Organization-2,2025-10-28T01:51:15.201938
905efcbc-9424-5168-a85d-071abe408eff,indianapainandspine@gmail.com,,True,,2,CMD-CM096-Organization-2,2025-10-28T01:51:15.697710
ead4844a-79ae-5a05-a2cb-39cdf1b1a891,drfrembgen@gmail.com,,True,,2,CMD-CMZDQ-Organization-2,2025-10-28T01:51:15.967443
b17c1cfc-222f-5535-bb38-35ce98240bbe,fuse@mcleancountyil.gov,,True,,2,CMD-CM19O-Organization-2,2025-10-28T01:51:16.607568
7e884bda-1a3f-5194-bc3c-00a2ca978a3a,mkalavar@gmail.com,,True,,2,CMD-CMDMU-Organization-3,2025-10-28T01:51:16.946592
ca5fdd86-d172-59f4-845a-68bbf78a1658,habibahealthservice@yahoo.com,,True,,2,CMD-CMDHB-Organization-2,2025-10-28T01:51:17.830005
740ba1ba-aa63-588c-9301-8e481adbfb57,kayla@advancedintpain.com,,True,,2,CMD-CM0R1-Organization-2,2025-10-28T01:51:17.919842
96c6923d-705f-5435-ab62-c8475d5eafd7,bruceshaffer@msn.com,,True,,2,CMD-CMD6I-Organization-2,2025-10-28T01:51:18.012635
9290bf86-c5d3-5be2-85b0-f859dff8b03f,doctorgockeoffice@gmail.com,,True,,2,CMD-CM0NI-Organization-2,2025-10-28T01:51:18.632214
0cba14a2-2f06-526f-9605-b16dafeb000a,imsmtmd@gmail.com,,True,,2,CMD-CM17E-Organization-2,2025-10-28T01:51:19.068736
dd7499a0-f083-51cc-b5b4-c6d415f51377,admin@silverlanemedical.org,,True,,2,CMD-CMDSX-Organization-2,2025-10-28T01:51:19.792143
2316d820-22d7-5d1b-9060-11bfccbbff9d,STEFFI@ANIMASSPINE.COM,,True,,2,CMD-CM1BH-Organization-2,2025-10-28T01:51:20.525828
e2907237-b819-5fae-8519-45bda246df7c,info@vidaoncology.com,,True,,2,CMD-CM12Y-Organization-2,2025-10-28T01:51:20.771724
b645fc3e-8191-5570-abc8-7c2ab0d74504,office@lakemarypsych.com,,True,,2,CMD-CM0G7-Organization-3,2025-10-28T01:51:20.955192
c75e1858-f73b-5459-be1e-b80c5b1f0b57,drmoongi@gmail.com,,True,,2,CMD-CMDMN-Organization-2,2025-10-28T01:51:21.136006
b0a5c0bc-15fc-5aee-81d0-2a37f725814d,jallanmd@yahoo.com,,True,,2,CMD-CM04Q-Organization-3,2025-10-28T01:51:21.227717
dd6fd5aa-c7b6-5089-97b7-c5a32bb16605,familywalkinclinic@cofwic.com,,True,,2,CMD-CM0QZ-Organization-2,2025-10-28T01:51:22.212423
15c71efd-b26e-5bc4-bda9-5f2be1e86f57,skhurana@healthyheart.md,,True,,2,CMD-CMDYM-Organization-3,2025-10-28T01:51:22.394671
651ebb82-fb47-5850-81b8-d3b7170ccec4,dedrasmith@tcpsonline.com,,True,,2,CMD-CM0DW-Organization-2,2025-10-28T01:51:23.124868
a06ab2b5-79da-5ba7-8781-bf20646f82a0,Lakhanimd@gmail.com,,True,,2,CMD-CMDIT-Organization-2,2025-10-28T01:51:23.304894
8c8770a1-7ed5-5ac3-91f1-e180881aee8c,alliancefammed@gmail.com,,True,,2,CMD-CM072-Organization-2,2025-10-28T01:51:23.939438
9530d626-9192-5888-b1fc-18e466a8a1f8,jhall11050@yahoo.com,,True,,2,CMD-CM0UG-Organization-3,2025-10-28T01:51:24.031500
b66cbe6f-7e1c-5bb3-a86b-87725a95b2ea,office@correctionalhealthmanagement.com,,True,,2,CMD-CMIZL-Organization-14,2025-10-28T01:51:24.391166
7363f2fa-7a43-5c3f-aa01-3a913653b361,drislam@sbcglobal.net,,True,,2,CMD-CMD3Q-Organization-3,2025-10-28T01:51:24.728801
75c1d941-30ea-594f-8918-a5621e353e17,porterhealth@porterco.org,,True,,2,CMD-CM19P-Organization-2,2025-10-28T01:51:25.003063
38b4052b-0219-51eb-a778-efad32af6576,frag49@aol.com,,True,,2,CMD-CMDLS-Organization-3,2025-10-28T01:51:25.281209
1047cc1d-7c85-5dac-a54f-8ce0bd6fdf30,reception@slenzomd.com,,True,,2,CMD-CMDSL-Organization-3,2025-10-28T01:51:25.823243
d1e2baf0-db1c-5b79-8ecc-61c1a953228a,health@brunscountync.gov,,True,,2,CMD-CM05A-Organization-9,2025-10-28T01:51:25.916324
2b48861f-9f2d-5f38-98ac-ed7555499b4d,louise@mekhailmd.com,,True,,2,CMD-CM0EL-Organization-2,2025-10-28T01:51:26.778224
f2e2e952-1bb5-5f16-9f47-89499a0aab20,docjim10@yahoo.com,,True,,2,CMD-CMDQ3-Organization-3,2025-10-28T01:51:27.222537
5991a157-d32f-526c-995e-4ecb944cde13,ruthjohnsonmd@gmail.com,,True,,2,CMD-CM00L-Organization-2,2025-10-28T01:51:28.179996
581828ce-7d3e-5544-a67b-9e842d31684a,rizwanhameedid@gmail.com,,True,,2,CMD-CMD2Y-Organization-3,2025-10-28T01:51:28.447270
00f8a97b-0804-5da5-962f-3f9efffe44b8,mail@mindnbodymd.com,,True,,2,CMD-CM0R9-Organization-2,2025-10-28T01:51:28.627612
5bed7fdf-8771-56b9-89c8-2e18bc82fbd3,alejand@sbcglobal.net,,True,,2,CMD-CM0KP-Organization-2,2025-10-28T01:51:29.516963
f100b0fe-e3c1-5f2b-bd91-556035026e6f,CareTeam@AllergyCleveland.com,,True,,2,CMD-CMDGO-Organization-3,2025-10-28T01:51:29.942779
015d0e3d-c1c7-5b15-afcf-60d81b0089f3,phvisits@gmail.com,,True,,2,CMD-CMDCW-Organization-3,2025-10-28T01:51:30.124050
8557d13b-18d7-54b4-999b-1d8fd71968e7,info@barrycountyhealth.com,,True,,2,CMD-CM16T-Organization-2,2025-10-28T01:51:30.303805
150fbf3b-4187-5764-a952-6a2bcdd7c816,frontdesk@txelitehealth.com,,True,,2,CMD-CMDGY-Organization-2,2025-10-28T01:51:30.899485
23b45e01-18af-589c-849a-34fe55041280,thefootdoctor18954@yahoo.com,,True,,1,CMD-CMDBX-Organization-2,2025-10-28T01:51:31.165244
66b7b724-898f-56b4-bebf-543121ff7293,DOWNTOWNDERMATOLOGYNYC@GMAIL.COM,,True,,2,CMD-CM0JH-Organization-2,2025-10-28T01:51:31.342199
