organization_id,original_value,normalized_number,extension,country_code,is_valid,parse_error,use,sequence,organization_original_id,created_at
77ba8e9e-21c5-5843-bcba-b75d954d97ff,312-227-8800,+13122278800,,+1,True,,,0,34c0cdef-5e71-459e-bf29-5f15faa2,2025-10-28T01:44:59.759546
97ddd202-ee71-582b-a234-8b0760b77c00,800-551-0859,+18005510859,,+1,True,,,0,34c0cdef-5e71-459e-bf29-5f1,2025-10-28T01:44:59.916388
22f1060b-6ee0-5016-8055-3ffaedc0ac8c,404-365-0966,+14043650966,,+1,True,,,0,34c0cdef-5e71-459e-bf29-5f,2025-10-28T01:45:00.070866
cc394a68-cb50-5f20-bfa2-c7145b618f56,630-527-3000,+16305273000,,+1,True,,,0,34c0cdef-5e71-459e-bf29-5f15,2025-10-28T01:45:00.221897
272301a1-ea6a-5162-8678-a462f5276a26,720-777-1234,+17207771234,,+1,True,,,0,34c0cdef-5e71-459e-bf29-5f15faa,2025-10-28T01:45:00.374738
f9c197ba-0488-5079-88ae-66c6e605c9bf,415-353-3000,+14153533000,,+1,True,,,0,34c0cdef-5e71-459e-bf29-5f15fa,2025-10-28T01:45:00.528126
1899f6ce-74d8-551c-a80f-befd1a5ca95b,713-442-01744,+171344201744,,+1,False,,,0,34c0cdef-5e71-459e-bf29-5f15faa2f,2025-10-28T01:45:00.680474
aebc3f91-e625-59ec-a5ad-d5381063b2ca,254-313-4201,+12543134201,,+1,True,,,0,34c0cdef-5e71-459e-bf29-5f15faa2ff9,2025-10-28T01:45:00.836134
e7974c35-e530-51dc-a6ef-c917a4ed100c,773-702-1000,+17737021000,,+1,True,,,0,34c0cdef-5e71-459e-bf29-5f15f,2025-10-28T01:45:00.989767
a4f1d29c-e8c0-5712-937e-118edec56b9c,617-922-1566,+16179221566,,+1,True,,,0,Demo-org-aegis-5,2025-10-28T01:49:32.876751
fb7aea68-b3b9-5eb5-880f-7aa3625dc8ae,5123935520,+15123935520,,+1,True,,,0,CMD-CM1EF-Organization-2,2025-10-28T01:50:18.220793
c37a5b7a-c8d8-5033-8104-1e12668628f9,8283898052,+18283898052,,+1,True,,,0,CMD-CM08R-Organization-2,2025-10-28T01:50:18.311730
f903cd55-aa11-5538-8557-53fef4c0afd0,7732789525,+17732789525,,+1,True,,,0,CMD-CM1HB-Organization-6,2025-10-28T01:50:18.400270
746fe2d7-cb6d-5f12-9986-cf976d124e8e,2484944444,+12484944444,,+1,True,,,0,CMD-CM14N-Organization-2,2025-10-28T01:50:18.489605
cffd1c23-dd22-586d-93bc-58705d93915f,8288377486,+18288377486,,+1,True,,,0,CMD-CM0MB-Organization-2,2025-10-28T01:50:18.576550
c81f6d00-0d2a-5625-afd9-080a39bc7c69,8433427337,+18433427337,,+1,True,,,0,CMD-CM0CX-Organization-2,2025-10-28T01:50:18.666788
7f83eac9-c7b9-5487-90b6-024bce429bfa,8478491523,+18478491523,,+1,True,,,0,CMD-CM1JE-Organization-2,2025-10-28T01:50:18.763524
13d0011c-7d86-56d9-b392-62357b7e00eb,3363186882,+13363186882,,+1,True,,,0,CMD-CM0N5-Organization-2,2025-10-28T01:50:18.853913
f9670a07-0b80-5ab2-a408-178dbff832e6,2083569086,+12083569086,,+1,True,,,0,CMD-CM07Q-Organization-2,2025-10-28T01:50:18.944974
b2247cf0-2083-5e97-8d03-e0305c1e088e,7196948782,+17196948782,,+1,True,,,0,CMD-CM1C0-Organization-2,2025-10-28T01:50:19.034525
4618802a-cddc-54d0-bcaf-993d95c5b318,8284883198,+18284883198,,+1,True,,,0,CMD-CM0P3-Organization-2,2025-10-28T01:50:19.122401
acc474c1-5387-5f4d-acc5-bcc727797719,6303766317,+16303766317,,+1,True,,,0,CMD-CM067-Organization-7,2025-10-28T01:50:19.216947
0097a3e5-053c-5c74-b702-04f5e6eade46,5168624900,+15168624900,,+1,True,,,0,CMD-CMOVV-Organization-2,2025-10-28T01:50:19.305125
6152dbac-23e6-5106-bbcc-185be8058912,2126759332,+12126759332,,+1,True,,,0,CMD-CMDUI-Organization-3,2025-10-28T01:50:19.392284
65df2522-df4a-53d4-8bd3-a02c30a1100b,5406049894,+15406049894,,+1,True,,,0,CMD-CM0SD-Organization-2,2025-10-28T01:50:19.480985
8b5cb23e-fd27-53fb-bd9a-f2530e17cfc3,4075728900,+14075728900,,+1,True,,,0,CMD-CM040-Organization-3,2025-10-28T01:50:19.569718
2e36b627-771e-51b3-94c6-e06ac89ca29e,6108917705,+16108917705,,+1,True,,,0,CMD-CMZCC-Organization-2,2025-10-28T01:50:19.656706
0a6cea4f-5d04-57c0-ba5b-2e59ad7384de,8008271799,+18008271799,,+1,True,,,0,CMD-CM09M-Organization-3,2025-10-28T01:50:19.744852
37c98717-84c7-58c0-b9b1-8ab508d3e84f,6269864899,+16269864899,,+1,True,,,0,CMD-CM10P-Organization-3,2025-10-28T01:50:19.834111
714208cb-5fbe-5856-842d-9a079ae73d0c,6095840117,+16095840117,,+1,True,,,0,CMD-CMDPN-Organization-2,2025-10-28T01:50:19.925699
e8be1dfe-9e1f-5aad-b153-2dc8715171c8,3106448400,+13106448400,,+1,True,,,0,CMD-CM1JU-Organization-2,2025-10-28T01:50:20.012691
e44e09d9-3fc4-52c1-bf5b-ceb37099453e,7706741540,+17706741540,,+1,True,,,0,CMD-CM0HS-Organization-2,2025-10-28T01:50:20.101815
ec2a443a-f993-5eb5-8019-387a5012b553,8883328229,+18883328229,,+1,True,,,0,CMD-CM1EV-Organization-2,2025-10-28T01:50:20.188618
ba744787-3ac2-521f-b144-e341f0cb542f,7089333840,+17089333840,,+1,True,,,0,CMD-CM0LK-Organization-2,2025-10-28T01:50:20.277417
0e72aa51-0f4e-5468-88b7-7f5cdd460084,7186355599,+17186355599,,+1,True,,,0,CMD-CM0Z0-Organization-2,2025-10-28T01:50:20.365246
a110f6b9-bf26-50fa-99ea-8a0ad071f5e8,7036569805,+17036569805,,+1,True,,,0,CMD-CM0VD-Organization-2,2025-10-28T01:50:20.451828
f57ec159-09d0-5d68-b644-f5c6cfa1e566,2143966628,+12143966628,,+1,True,,,0,CMD-CM0YG-Organization-2,2025-10-28T01:50:20.539547
73ec8ce1-13fe-57b9-ade8-edba9f2e16fb,9046423304,+19046423304,,+1,True,,,0,CMD-CM03W-Organization-5,2025-10-28T01:50:20.626608
f7c20d25-02d5-5c76-9a51-b85ffdb5379f,9086632929,+19086632929,,+1,True,,,0,CMD-CM1F0-Organization-2,2025-10-28T01:50:20.714461
ac939f50-bcab-563d-9c24-d8216e415369,5163654545,+15163654545,,+1,True,,,0,CMD-CM178-Organization-2,2025-10-28T01:50:20.804383
de3f36bb-7ebe-5766-a490-4aa06758af2f,3037080246,+13037080246,,+1,True,,,0,CMD-CM0T5-Organization-5,2025-10-28T01:50:20.894682
254ed587-8685-52d5-9710-b9a983106cd8,8173326667,+18173326667,,+1,True,,,0,CMD-CM07P-Organization-2,2025-10-28T01:50:20.984249
2aa576cb-9801-5764-9f8f-3a342edab513,2525345841,+12525345841,,+1,True,,,0,CMD-CM0N4-Organization-2,2025-10-28T01:50:21.070933
336a2f90-f778-5858-909d-68ca796ac94d,9017568168,+19017568168,,+1,True,,,0,CMD-CM1JD-Organization-2,2025-10-28T01:50:21.158628
6a5d024b-6d4a-5101-8867-29be9816f9a9,7722102447,+17722102447,,+1,True,,,0,CMD-CM0GA-Organization-2,2025-10-28T01:50:21.249776
e42a054d-0ff2-5b66-971d-ab6f5afc6867,3366517450,+13366517450,,+1,True,,,0,CMD-CM129-Organization-2,2025-10-28T01:50:21.338825
b8b11bb9-e84f-5a61-ab62-7d43ef6a0b1e,7854836433,+17854836433,,+1,True,,,0,CMD-CM14O-Organization-2,2025-10-28T01:50:21.426793
71869c83-5ae9-56e9-b7a6-015a8659c2bc,3106517333,+13106517333,,+1,True,,,0,CMD-CM09J-Organization-2,2025-10-28T01:50:21.514807
40dc0eaa-5f7a-5a46-8f41-1fe92fc5ecfc,5027414905,+15027414905,,+1,True,,,0,CMD-CM0A7-Organization-2,2025-10-28T01:50:21.669388
d236e518-daa0-5722-b4fc-eb608eadbbc9,7733856069,+17733856069,,+1,True,,,0,CMD-CM0HB-Organization-2,2025-10-28T01:50:21.756845
3ce0a135-8a3e-5f4b-ab75-5c3fdcf66b22,4692524777,+14692524777,,+1,True,,,0,CMD-CM0LZ-Organization-2,2025-10-28T01:50:21.847160
bdea20eb-14e9-5fb4-9471-3488b4a06c8c,3367033100,+13367033100,,+1,True,,,0,CMD-CM0D6-Organization-2,2025-10-28T01:50:21.936718
4eb1a4f2-adb5-50b7-bec8-6ac57e86fdc3,3077777363,+13077777363,,+1,True,,,0,CMD-CM1I3-Organization-2,2025-10-28T01:50:22.024683
32b36498-0618-5e23-9aff-b3bf14840a89,6068335505,+16068335505,,+1,True,,,0,CMD-CM0EV-Organization-6,2025-10-28T01:50:22.112213
579bca7e-c9f2-5587-af77-66f1aa5b283a,9729662525,+19729662525,,+1,True,,,0,CMD-CM1DN-Organization-2,2025-10-28T01:50:22.199339
37211bd8-ee2c-5cce-a031-fccf7810c8cb,2406180275,+12406180275,,+1,True,,,0,CMD-CM1AO-Organization-2,2025-10-28T01:50:22.288817
92ac934c-567c-518e-8d3c-e9281c4c2520,9702475702,+19702475702,,+1,True,,,0,CMD-CM1JT-Organization-2,2025-10-28T01:50:22.376893
ed68d7de-4b21-5902-bee7-9ddb267cd53d,9102962130,+19102962130,,+1,True,,,0,CMD-CM06F-Organization-5,2025-10-28T01:50:22.466434
064197f1-b4ec-554a-a8ec-0c572973c02c,9415002088,+19415002088,,+1,True,,,0,CMD-CM0SU-Organization-2,2025-10-28T01:50:22.621502
49b62e2a-9eed-55cd-aab9-b0246d5ef094,5012247246,+15012247246,,+1,True,,,0,CMD-CM0RL-Organization-2,2025-10-28T01:50:22.708965
0d532f91-5c47-5696-b3f9-4d0eb7089226,2122136230,+12122136230,,+1,True,,,0,CMD-CMDAE-Organization-18,2025-10-28T01:50:22.796894
9e7d0067-18ed-59de-823b-2052058fc2b1,4012310060,+14012310060,,+1,True,,,0,CMD-CM0FK-Organization-2,2025-10-28T01:50:22.885123
8afc5e86-3343-594e-b3cc-4387da411501,5307246269,+15307246269,,+1,True,,,0,CMD-CM1H9-Organization-2,2025-10-28T01:50:22.972658
21c1e6b3-6bfd-53a8-8e16-fb4eb9737e4e,8032449212,+18032449212,,+1,True,,,0,CMD-CM0HQ-Organization-2,2025-10-28T01:50:23.059929
ec614b19-4860-5ab9-87a6-1993d5d5ee6a,4105058948,+14105058948,,+1,True,,,0,CMD-CM1ET-Organization-2,2025-10-28T01:50:23.147235
ce6fda7a-a0eb-558c-9281-7b531396f2e1,8324002264,+18324002264,,+1,True,,,0,CMD-CM1DM-Organization-2,2025-10-28T01:50:23.300064
f31b6fdb-3fb8-5b84-a9b4-e795ccd82ae2,3045985119,+13045985119,,+1,True,,,0,CMD-CM0T9-Organization-2,2025-10-28T01:50:23.387264
16f5ea77-cb39-5bb4-8173-ac4ffe5c68a0,2035767468,+12035767468,,+1,True,,,0,CMD-CM0XM-Organization-2,2025-10-28T01:50:23.474156
467501ee-361f-521e-9507-ba778dd7b2e8,2143612277,+12143612277,,+1,True,,,0,CMD-CM0YT-Organization-2,2025-10-28T01:50:23.562202
e6ac7f8b-45fe-59fc-b0a6-e3713f92867e,2522571185,+12522571185,,+1,True,,,0,CMD-CM0OA-Organization-7,2025-10-28T01:50:23.652093
3f67aa2f-a973-5185-82b9-44db1c8df6d7,9198519193,+19198519193,,+1,True,,,0,CMD-CM0P1-Organization-2,2025-10-28T01:50:23.741079
640e22d0-6e80-5408-a5c5-d206464272ec,7193467158,+17193467158,,+1,True,,,0,CMD-CM0YD-Organization-2,2025-10-28T01:50:23.833920
54ec3256-cf10-5533-b2c0-85089f836263,2129830088,+12129830088,,+1,True,,,0,CMD-CM001-Organization-9,2025-10-28T01:50:23.924233
c930e2cb-8d39-521a-afea-8d94a7c818b7,5207716782,+15207716782,,+1,True,,,0,CMD-CM0Z3-Organization-2,2025-10-28T01:50:24.012019
420b0779-8c54-53a8-9ca3-9407b991d907,9296304100,+19296304100,,+1,True,,,0,CMD-CM188-Organization-2,2025-10-28T01:50:24.100025
bac55e7a-00bc-5474-9ce7-95a2768c229b,6312781405,+16312781405,,+1,True,,,0,CMD-CM10T-Organization-2,2025-10-28T01:50:24.186084
194ca89e-8d21-5053-8687-771c4eead64d,9706294001,+19706294001,,+1,True,,,0,CMD-CM14L-Organization-2,2025-10-28T01:50:24.274799
8f1a745d-a8ee-5f34-9cf4-6995b7818218,7854573719,+17854573719,,+1,True,,,0,CMD-CM1C2-Organization-2,2025-10-28T01:50:24.363697
d619beb8-2fb2-55e9-9678-881dfc6d66fb,7182374067,+17182374067,,+1,True,,,0,CMD-CM0K6-Organization-2,2025-10-28T01:50:24.520331
4032f199-5651-5cf6-a484-911cc508a61e,5168727001,+15168727001,,+1,True,,,0,CMD-CM0BC-Organization-2,2025-10-28T01:50:24.605585
554d61b0-efcf-518e-8be6-f87b7e982e28,2129863330,+12129863330,,+1,True,,,0,CMD-CMDUZ-Organization-3,2025-10-28T01:50:24.692809
4fdd0ba5-169d-5241-8991-ca359623251f,2105455111,+12105455111,,+1,True,,,0,CMD-CM0XL-Organization-2,2025-10-28T01:50:24.780969
5166b94d-8fa8-502d-8091-3283a282a7c9,3603933308,+13603933308,,+1,True,,,0,CMD-CM1I7-Organization-3,2025-10-28T01:50:24.869479
15263b46-09f6-59b9-a0e9-160b0abd6cae,2844957546,+12844957546,,+1,True,,,0,CMD-CM0SW-Organization-2,2025-10-28T01:50:24.957419
c561b9a9-87d4-5637-8796-bced2ca17008,5733242111,+15733242111,,+1,True,,,0,CMD-CM1AM-Organization-2,2025-10-28T01:50:25.047406
be061ebb-b5c2-57e9-8986-b643902674f8,7405685360,+17405685360,,+1,True,,,0,CMD-CM0LH-Organization-2,2025-10-28T01:50:25.199975
51a3091c-7247-5753-880f-4019f19dfc25,2053458208,+12053458208,,+1,True,,,0,CMD-CM0MQ-Organization-2,2025-10-28T01:50:25.286988
b3230c0e-2f7f-5dd6-8458-8a32763e850c,4784940421,+14784940421,,+1,True,,,0,CMD-CM190-Organization-2,2025-10-28T01:50:25.375916
9d12fe6c-c0af-58d2-b753-6af255c5970d,7859853591,+17859853591,,+1,True,,,0,CMD-CM15D-Organization-2,2025-10-28T01:50:25.463065
2bbc9dbf-d432-5cc7-b531-57c1d99a2b96,9708705341,+19708705341,,+1,True,,,0,CMD-CM132-Organization-2,2025-10-28T01:50:25.550738
2e1498d4-23f6-57fb-a21c-95c05975e907,2126816200,+12126816200,,+1,True,,,0,CMD-CMZLE-Organization-3,2025-10-28T01:50:25.706981
ea98a625-e988-56e1-9ffc-7364c22a4db4,3014754330,+13014754330,,+1,True,,,0,CMD-CM1C3-Organization-2,2025-10-28T01:50:25.794596
2ea583a8-4d9d-5fd1-85ed-72e53c9a43dc,2127671100,+12127671100,,+1,True,,,0,CMD-CM07R-Organization-2,2025-10-28T01:50:25.883986
34400ff1-c084-5ebf-99df-e43855be2974,2128671020,+12128671020,,+1,True,,,0,CMD-CMDNM-Organization-3,2025-10-28T01:50:25.974618
0be8beea-632a-5b66-bc98-6181caa73c86,7049201000,+17049201000,,+1,True,,,0,CMD-CM0D4-Organization-2,2025-10-28T01:50:26.074027
3332e7ef-af60-52de-87ba-3d10394e96ef,2404226374,+12404226374,,+1,True,,,0,CMD-CM11L-Organization-2,2025-10-28T01:50:26.162702
57004088-6f02-537e-b089-f9c60f2cbb9a,7182871811,+17182871811,,+1,True,,,0,CMD-CMDAN-Organization-3,2025-10-28T01:50:26.250866
9b3fd1c4-2a10-57c6-b73d-4bb4d318d2dd,9106406615,+19106406615,,+1,True,,,0,CMD-CM08Q-Organization-2,2025-10-28T01:50:26.342986
8d723cce-f099-5c51-bbcf-01df90ac5521,9547812211,+19547812211,,+1,True,,,0,CMD-CMZBY-Organization-2,2025-10-28T01:50:26.431053
0561b0fd-5a08-50e2-a051-d76fb819a7e1,2159356760,+12159356760,,+1,True,,,0,CMD-CMAWS-Organization-2,2025-10-28T01:50:26.519349
4dbc7114-bf49-541d-a14f-899385b4b134,7185750649,+17185750649,,+1,True,,,0,CMD-CMDUJ-Organization-3,2025-10-28T01:50:26.607263
e8723743-3d2a-5e9e-8c70-2876c8cefa5a,2014440050,+12014440050,,+1,True,,,0,CMD-CM0YE-Organization-2,2025-10-28T01:50:26.694137
4b78b098-7570-5ad7-8650-bcd381cacabe,8638243480,+18638243480,,+1,True,,,0,CMD-CM1KI-Organization-2,2025-10-28T01:50:26.782210
523df4cd-eb88-530b-9836-1677e409fdff,9739496553,+19739496553,,+1,True,,,0,CMD-CMOVU-Organization-3,2025-10-28T01:50:26.872782
dc7143cc-3de2-5a6a-a7f3-f5305db0eedb,2674838094,+12674838094,,+1,True,,,0,CMD-CM1JP-Organization-2,2025-10-28T01:50:26.961501
e1d526e4-f33d-5b75-b211-b15504c0b73e,2522373141,+12522373141,,+1,True,,,0,CMD-CM035-Organization-6,2025-10-28T01:50:27.049034
23b3189c-8a33-5068-83d2-f5634615f215,4082510835,+14082510835,,+1,True,,,0,CMD-CMDJC-Organization-3,2025-10-28T01:50:27.137680
d2697633-ea2c-5f3e-862b-5b6c55177ef6,5135630044,+15135630044,,+1,True,,,0,CMD-CM043-Organization-2,2025-10-28T01:50:27.225686
3ed58c6c-bf58-5ec5-a9fe-8eaaeac3b8ee,9709205420,+19709205420,,+1,True,,,0,CMD-CM196-Organization-2,2025-10-28T01:50:27.315395
2c9f6cf9-1caf-5dd0-8ff7-729adb4ec9c4,2125832880,+12125832880,,+1,True,,,0,CMD-CM00B-Organization-6,2025-10-28T01:50:27.406247
f348d7f4-e327-51f3-b99f-0bab975a1443,7187435300,+17187435300,,+1,True,,,0,CMD-CMDA1-Organization-7,2025-10-28T01:50:27.494474
5fa6e791-2975-5aa8-a45f-d376c03e65c9,9709456614,+19709456614,,+1,True,,,0,CMD-CM11Z-Organization-2,2025-10-28T01:50:27.582547
c05b79cf-177f-596b-99f1-9ec983f50ad0,9032135515,+19032135515,,+1,True,,,0,CMD-CM1AK-Organization-2,2025-10-28T01:50:27.670907
34b7eeb3-28ea-55bf-bcc3-d0d6fca066e3,2126842424,+12126842424,,+1,True,,,0,CMD-CMZJJ-Organization-6,2025-10-28T01:50:27.835581
9f598186-8436-56ce-a3d4-3d72a62ddff7,7185450003,+17185450003,,+1,True,,,0,CMD-CM03J-Organization-3,2025-10-28T01:50:27.926036
cd59e767-88c5-51dd-b95c-0d799f132897,2013088282,+12013088282,,+1,True,,,0,CMD-CMZME-Organization-4,2025-10-28T01:50:28.016290
f5de9313-050a-5d2e-bd1a-166ff704f755,3217999797,+13217999797,,+1,True,,,0,CMD-CM02S-Organization-3,2025-10-28T01:50:28.104851
2fba54b6-fd14-52ff-bce7-99bea3194fba,9737720099,+19737720099,,+1,True,,,0,CMD-CM02C-Organization-3,2025-10-28T01:50:28.192314
2fa2e212-bd78-5339-adc1-d1078b02003b,9122253220,+19122253220,,+1,True,,,0,CMD-CM0XZ-Organization-2,2025-10-28T01:50:28.280516
49484db4-af03-5bb2-bffe-731cdf4e46f0,9547987114,+19547987114,,+1,True,,,0,CMD-CM0WY-Organization-2,2025-10-28T01:50:28.370947
7c83daa7-de48-5813-b5f5-f23d3f6f7b03,2127440392,+12127440392,,+1,True,,,0,CMD-CM045-Organization-3,2025-10-28T01:50:28.461895
31643948-8c72-562b-afc2-bb9010aea12a,9105721393,+19105721393,,+1,True,,,0,CMD-CM0RX-Organization-2,2025-10-28T01:50:28.548885
ee32a7f5-6b96-5179-8278-435c5212c08f,5028830227,+15028830227,,+1,True,,,0,CMD-CM0SA-Organization-2,2025-10-28T01:50:28.637280
46433ef2-76c4-5f07-9ced-07959dc9bfae,8032544699,+18032544699,,+1,True,,,0,CMD-CM0Z4-Organization-2,2025-10-28T01:50:28.723957
e8869213-9c24-57aa-a5a4-3dc3c73ffb56,9312700050,+19312700050,,+1,True,,,0,CMD-CM0D2-Organization-2,2025-10-28T01:50:28.813556
6e346a94-b3a0-54a6-9248-2174e2d1091f,3073626813,+13073626813,,+1,True,,,0,CMD-CM1DZ-Organization-2,2025-10-28T01:50:28.975309
926d5c64-261e-5c44-a7d5-02310187f453,4245351874,+14245351874,,+1,True,,,0,CMD-CM14K-Organization-2,2025-10-28T01:50:29.064090
36ebf44e-7be8-5b8d-afe8-5f8b505501c0,2083467500,+12083467500,,+1,True,,,0,CMD-CM0HF-Organization-2,2025-10-28T01:50:29.217857
0c07ec44-3ec8-531c-919a-0f95cbec236e,8886767567,+18886767567,,+1,True,,,0,CMD-CM1EC-Organization-2,2025-10-28T01:50:29.306999
ab0ea9cf-8a55-5780-b252-674ae112c989,9496522320,+19496522320,,+1,True,,,0,CMD-CM15R-Organization-2,2025-10-28T01:50:29.462564
1eeeda2f-e6d2-5f8d-8f41-069f61c5d6fb,7725676602,+17725676602,,+1,True,,,0,CMD-CM08W-Organization-2,2025-10-28T01:50:29.622357
268f3983-bb9b-5afe-93e8-0dac664df92e,2039232204,+12039232204,,+1,True,,,0,CMD-CM0GE-Organization-2,2025-10-28T01:50:29.713329
eb766a71-68b8-56a6-a30d-38bcd8207b0f,5736832191,+15736832191,,+1,True,,,0,CMD-CM1C5-Organization-2,2025-10-28T01:50:29.808307
157abe5a-5b75-5194-865f-a65d3e4daebf,6159913158,+16159913158,,+1,True,,,0,CMD-CM0N0-Organization-2,2025-10-28T01:50:29.903194
dd254358-f76b-50e9-bf70-fda209806ee2,2489874877,+12489874877,,+1,True,,,0,CMD-CM0K1-Organization-2,2025-10-28T01:50:29.993531
99fb2906-a2a3-5287-85a5-a5980e66635b,2125832830,+12125832830,,+1,True,,,0,CMD-CM0BD-Organization-2,2025-10-28T01:50:30.084086
f8075408-dae8-5d06-a6a3-d4e1b4d0672e,7877586225,+17877586225,,+1,True,,,0,CMD-CM02R-Organization-3,2025-10-28T01:50:30.173320
fc7abac7-2f28-5536-a26e-987293ccaa63,4097679285,+14097679285,,+1,True,,,0,CMD-CM0XK-Organization-2,2025-10-28T01:50:30.262692
145c0734-b8c7-511e-9316-457cb304e9be,9105921131,+19105921131,,+1,True,,,0,CMD-CM0CZ-Organization-3,2025-10-28T01:50:30.423219
347f702c-f5e3-52ed-82f1-011fb382d805,8142663226,+18142663226,,+1,True,,,0,CMD-CMZCW-Organization-2,2025-10-28T01:50:30.511956
c3cdf041-db9a-5c8e-bccc-b4dab434db19,7172385010,+17172385010,,+1,True,,,0,CMD-CMZGO-Organization-2,2025-10-28T01:50:30.598348
d44cccac-e14c-57ad-9e75-c27639f7d7f7,3057056688,+13057056688,,+1,True,,,0,CMD-CM0SP-Organization-2,2025-10-28T01:50:30.685465
7032dac9-654a-5cd5-aac1-29754cbfc62c,7197432526,+17197432526,,+1,True,,,0,CMD-CM1AJ-Organization-2,2025-10-28T01:50:30.841609
eed5a9fc-b0d9-5466-b753-c22e4e86e5bf,9735585353,+19735585353,,+1,True,,,0,CMD-CM1DK-Organization-2,2025-10-28T01:50:30.932997
406b0405-99e3-5bc6-9753-7705ea005224,9107983500,+19107983500,,+1,True,,,0,CMD-CM1JQ-Organization-2,2025-10-28T01:50:31.022991
fea34cdd-0e05-5cb8-a71b-94527410ca2a,7188864848,+17188864848,,+1,True,,,0,CMD-CMOVT-Organization-3,2025-10-28T01:50:31.111893
41688d21-d725-585f-84b7-3f68c7749da0,8287649150,+18287649150,,+1,True,,,0,CMD-CM0O8-Organization-2,2025-10-28T01:50:31.199864
c8e79cda-05a0-531a-b77b-4a5fe24e410c,2127943999,+12127943999,,+1,True,,,0,CMD-CM0BU-Organization-2,2025-10-28T01:50:31.352471
2a866db2-6cc8-5756-a674-c069e3752552,7045666332,+17045666332,,+1,True,,,0,CMD-CM0J9-Organization-2,2025-10-28T01:50:31.443940
aeb8c863-161b-5d2a-a802-e69d66bd97e4,5152863798,+15152863798,,+1,True,,,0,CMD-CM1C4-Organization-2,2025-10-28T01:50:31.533116
4e75252f-3272-5543-8e92-f683ccd9dd2d,7178492299,+17178492299,,+1,True,,,0,CMD-CM0Q8-Organization-3,2025-10-28T01:50:31.621011
f6783e36-3f5c-5455-b027-86dcf056c249,9547716047,+19547716047,,+1,True,,,0,CMD-CM0BE-Organization-2,2025-10-28T01:50:31.709183
4499742a-e808-5265-a255-9541939ac8f5,9197184640,+19197184640,,+1,True,,,0,CMD-CM0K0-Organization-2,2025-10-28T01:50:31.798394
08509172-830b-505e-9745-c8ca8b6ef5d0,9733776700,+19733776700,,+1,True,,,0,CMD-CM1EB-Organization-2,2025-10-28T01:50:31.890372
1f4787a0-011e-552e-9046-163271b3a283,8458009305,+18458009305,,+1,True,,,0,CMD-CM14J-Organization-2,2025-10-28T01:50:31.978772
bd42061a-7bf7-5691-97a9-bde5677595e3,7327649775,+17327649775,,+1,True,,,0,CMD-CMZFF-Organization-2,2025-10-28T01:50:32.065818
a855994e-537f-539a-b24e-e50c2da75609,6313353412,+16313353412,,+1,True,,,0,CMD-CMDY9-Organization-3,2025-10-28T01:50:32.153404
09b28c59-e2f4-53c4-9941-7d193bc00f5a,8286924223,+18286924223,,+1,True,,,0,CMD-CM0HD-Organization-2,2025-10-28T01:50:32.239630
28bdae12-670d-5a96-bb77-6678d9555311,6096455933,+16096455933,,+1,True,,,0,CMD-CM1EA-Organization-2,2025-10-28T01:50:32.327979
9ecff17e-b36e-53a7-a89f-f0550bb67f8d,8286329704,+18286329704,,+1,True,,,0,CMD-CM15P-Organization-2,2025-10-28T01:50:32.420510
